id,title,author,author_nationality,genre,subgenre,language,pub_year,pages,publisher,isbn,series,series_number,rating,awards,description,keywords,cover_image_url
430,Midnight Lantern,Charlotte Miller,Pakistani,Fiction,Literary Fiction,English,2009,398,Praia Azul,9784279461397,,,3.89,,A synthetic sample description generated for dataset testing and demonstrations.,"magic,identity,mystery",https://covers.openlibrary.org/b/isbn/9784279461397-L.jpg
431,Last Compass,Noah Wilson,French,Historical Fiction,War-era,Portuguese,2018,845,Praia Azul,9783120293705,Series 6,1,4.09,,A synthetic sample description generated for dataset testing and demonstrations.,"love,crime,magic",https://covers.openlibrary.org/b/isbn/9783120293705-L.jpg
432,Shadows Lantern,Jack Martin,Mexican,Nonfiction,Memoir,Chinese,2021,597,Penguin Random House,9780548282519,,,3.97,,A synthetic sample description generated for dataset testing and demonstrations.,"crime,love,history",https://covers.openlibrary.org/b/isbn/9780548282519-L.jpg
433,First Lantern,Amelia Wilson,Irish,Speculative,Magical Realism,Japanese,2020,544,Simon & Schuster,9789949834051,,,4.63,,A synthetic sample description generated for dataset testing and demonstrations.,"betrayal,redemption,war",https://covers.openlibrary.org/b/isbn/9789949834051-L.jpg
434,First Compass,Luna Davis,Irish,Science Fiction,Space Opera,Korean,2008,659,GreenLeaf,9781388565985,Series 2,7,3.33,,A synthetic sample description generated for dataset testing and demonstrations.,"future,secrets,magic",https://covers.openlibrary.org/b/isbn/9781388565985-L.jpg
435,Midnight House,Noah Rodriguez,Nigerian,Science Fiction,Space Opera,Chinese,1999,323,Hachette,9781214247658,,,3.82,,A synthetic sample description generated for dataset testing and demonstrations.,"crime,secrets,identity",https://covers.openlibrary.org/b/isbn/9781214247658-L.jpg
436,Hidden Promise,Isabella Hernandez,German,Nonfiction,Memoir,Portuguese,1974,460,Riverbend,9788581454078,,,4.24,,A synthetic sample description generated for dataset testing and demonstrations.,"magic,crime,future",https://covers.openlibrary.org/b/isbn/9788581454078-L.jpg
437,Silent Lantern,Noah Brown,American,Science Fiction,Near-future,French,1984,854,NovaWorks,9788293260004,,,3.96,,A synthetic sample description generated for dataset testing and demonstrations.,"history,technology,love",https://covers.openlibrary.org/b/isbn/9788293260004-L.jpg
438,Silent Orchard,Emma Miller,Brazilian,Fantasy,Urban Fantasy,Spanish,2002,709,Simon & Schuster,9783236304623,,,4.48,,A synthetic sample description generated for dataset testing and demonstrations.,"betrayal,crime,history",https://covers.openlibrary.org/b/isbn/9783236304623-L.jpg
439,First Orchard,Liam Thomas,British,Children,Picture Book,Korean,1993,464,Penguin Random House,9785849362434,Series 10,2,4.36,,A synthetic sample description generated for dataset testing and demonstrations.,"love,redemption,crime",https://covers.openlibrary.org/b/isbn/9785849362434-L.jpg
440,Silent River,Harper Jones,Indian,Self-help,Personal Development,Hindi,2008,680,Willow Books,9784438494433,,,4.33,,A synthetic sample description generated for dataset testing and demonstrations.,"crime,war,family",https://covers.openlibrary.org/b/isbn/9784438494433-L.jpg
441,Shadows House,Luna Jones,Pakistani,Poetry,Modern,English,1961,582,Faber & Faber,9781820320110,Series 6,3,3.97,,A synthetic sample description generated for dataset testing and demonstrations.,"future,love,crime",https://covers.openlibrary.org/b/isbn/9781820320110-L.jpg
442,Silent Garden,Aria Johnson,Indian,Fiction,Literary Fiction,Spanish,2014,846,NovaWorks,9788298096677,,,3.41,,A synthetic sample description generated for dataset testing and demonstrations.,"betrayal,love,mystery",https://covers.openlibrary.org/b/isbn/9788298096677-L.jpg
443,Silent House,Luna Gonzalez,German,Science Fiction,Near-future,Japanese,1959,691,Oxford Press,9784667110005,,,3.28,,A synthetic sample description generated for dataset testing and demonstrations.,"technology,war,identity",https://covers.openlibrary.org/b/isbn/9784667110005-L.jpg
444,Silent City,Luna Lopez,Pakistani,Thriller,Spy,Italian,1960,620,Simon & Schuster,9789514045677,,,4.68,,A synthetic sample description generated for dataset testing and demonstrations.,"history,love,magic",https://covers.openlibrary.org/b/isbn/9789514045677-L.jpg
445,Crimson Compass,Emma Garcia,Italian,Graphic Novel,Action,French,1953,817,IndieWorks,9780404688912,,,4.31,,A synthetic sample description generated for dataset testing and demonstrations.,"secrets,war,adventure",https://covers.openlibrary.org/b/isbn/9780404688912-L.jpg
446,Silent Thread,Isabella Davis,Chinese,Children,Picture Book,German,2014,634,Bloomsbury,9787111251163,,,3.94,,A synthetic sample description generated for dataset testing and demonstrations.,"mystery,adventure,history",https://covers.openlibrary.org/b/isbn/9787111251163-L.jpg
447,Last Key,Aiden Rodriguez,Spanish,Science Fiction,Space Opera,Japanese,1969,568,Macmillan,9782537236053,Series 18,4,4.31,,A synthetic sample description generated for dataset testing and demonstrations.,"redemption,love,mystery",https://covers.openlibrary.org/b/isbn/9782537236053-L.jpg
448,Shadows City,Mason Hernandez,French,Mystery,Psychological Thriller,French,2000,199,Vintage,9781429303330,Series 15,1,4.22,,A synthetic sample description generated for dataset testing and demonstrations.,"adventure,future,war",https://covers.openlibrary.org/b/isbn/9781429303330-L.jpg
449,Last Garden,Isabella Gonzalez,Canadian,Science Fiction,Space Opera,German,1953,117,Marea Editore,9785390199008,Series 27,3,3.96,,A synthetic sample description generated for dataset testing and demonstrations.,"family,mystery,war",https://covers.openlibrary.org/b/isbn/9785390199008-L.jpg
450,Silent River,Olivia Anderson,Swedish,Children,Picture Book,Chinese,1978,721,Riverbend,9784966391556,Series 25,7,4.31,,A synthetic sample description generated for dataset testing and demonstrations.,"family,secrets,mystery",https://covers.openlibrary.org/b/isbn/9784966391556-L.jpg
451,Silent City,Isabella Martinez,American,Fantasy,Epic Fantasy,English,2011,708,Marea Editore,9785408116713,,,3.77,,A synthetic sample description generated for dataset testing and demonstrations.,"mystery,history,secrets",https://covers.openlibrary.org/b/isbn/9785408116713-L.jpg
452,Silent Thread,Sophia Martinez,Mexican,Fantasy,Urban Fantasy,Japanese,1969,861,IndieWorks,9787723139477,,,3.94,,A synthetic sample description generated for dataset testing and demonstrations.,"magic,identity,secrets",https://covers.openlibrary.org/b/isbn/9787723139477-L.jpg
453,Crimson Promise,Lucas Davis,Canadian,Young Adult,Contemporary,Japanese,1956,603,Willow Books,9783985507375,,,3.76,,A synthetic sample description generated for dataset testing and demonstrations.,"redemption,betrayal,identity",https://covers.openlibrary.org/b/isbn/9783985507375-L.jpg
454,Shadows House,Benjamin Gonzalez,Japanese,Fiction,Contemporary,Spanish,2005,211,NovaWorks,9782179629176,,,3.41,,A synthetic sample description generated for dataset testing and demonstrations.,"war,future,adventure",https://covers.openlibrary.org/b/isbn/9782179629176-L.jpg
455,Broken City,Luna Rodriguez,German,Nonfiction,Memoir,Chinese,1988,894,Cosmos Press,9787397491741,Series 3,3,3.69,,A synthetic sample description generated for dataset testing and demonstrations.,"family,mystery,war",https://covers.openlibrary.org/b/isbn/9787397491741-L.jpg
456,First Thread,Olivia Gonzalez,American,Science Fiction,Near-future,Japanese,1952,114,Lotus Reads,9785713643010,,,3.99,,A synthetic sample description generated for dataset testing and demonstrations.,"identity,betrayal,redemption",https://covers.openlibrary.org/b/isbn/9785713643010-L.jpg
457,Golden House,Luna Brown,Indian,Poetry,Modern,Portuguese,1989,735,Vintage,9780754743231,,,3.6,,A synthetic sample description generated for dataset testing and demonstrations.,"magic,secrets,technology",https://covers.openlibrary.org/b/isbn/9780754743231-L.jpg
458,Silent River,Mia Wilson,Swedish,Thriller,Spy,Hindi,2002,137,Bloomsbury,9780912104515,Series 2,7,3.68,,A synthetic sample description generated for dataset testing and demonstrations.,"war,future,secrets",https://covers.openlibrary.org/b/isbn/9780912104515-L.jpg
459,Silent Thread,Henry Anderson,Mexican,Mystery,Crime,German,2011,850,Marea Editore,9781315786100,,,3.48,,A synthetic sample description generated for dataset testing and demonstrations.,"war,crime,redemption",https://covers.openlibrary.org/b/isbn/9781315786100-L.jpg
460,Golden River,Sophia Brown,Swedish,Science Fiction,Space Opera,Korean,1976,417,Oxford Press,9782093819196,,,3.68,,A synthetic sample description generated for dataset testing and demonstrations.,"technology,war,redemption",https://covers.openlibrary.org/b/isbn/9782093819196-L.jpg
461,First City,Mia Wilson,Brazilian,Fantasy,Urban Fantasy,Korean,1975,613,Riverbend,9787182053864,,,4.61,,A synthetic sample description generated for dataset testing and demonstrations.,"crime,love,war",https://covers.openlibrary.org/b/isbn/9787182053864-L.jpg
462,Crimson House,Aria Moore,Indian,Nonfiction,Memoir,Portuguese,1982,177,Cosmos Press,9787823367046,,,3.46,,A synthetic sample description generated for dataset testing and demonstrations.,"technology,love,war",https://covers.openlibrary.org/b/isbn/9787823367046-L.jpg
463,Silent House,Amelia Gonzalez,Indian,Graphic Novel,Action,Portuguese,1988,816,Praia Azul,9786606980663,Series 20,2,4.44,,A synthetic sample description generated for dataset testing and demonstrations.,"future,crime,mystery",https://covers.openlibrary.org/b/isbn/9786606980663-L.jpg
464,Golden Orchard,Benjamin Martin,French,Mystery,Crime,Chinese,1985,420,Bloomsbury,9783475395895,Series 7,2,3.98,,A synthetic sample description generated for dataset testing and demonstrations.,"betrayal,crime,family",https://covers.openlibrary.org/b/isbn/9783475395895-L.jpg
465,Broken Orchard,Isabella Martin,Egyptian,Speculative,Magical Realism,Hindi,1972,303,NeoPress,9781731438188,Series 17,6,3.27,,A synthetic sample description generated for dataset testing and demonstrations.,"love,betrayal,future",https://covers.openlibrary.org/b/isbn/9781731438188-L.jpg
466,Crimson Promise,Emma Martin,Italian,Fiction,Contemporary,Japanese,2021,661,Riverbend,9780281112579,,,3.74,,A synthetic sample description generated for dataset testing and demonstrations.,"secrets,love,future",https://covers.openlibrary.org/b/isbn/9780281112579-L.jpg
467,Midnight House,Isabella Smith,Chinese,Self-help,Personal Development,Japanese,2005,309,Marea Editore,9780007827428,Series 26,1,3.3,,A synthetic sample description generated for dataset testing and demonstrations.,"redemption,family,history",https://covers.openlibrary.org/b/isbn/9780007827428-L.jpg
468,Silent Promise,Noah Garcia,Chinese,Graphic Novel,Action,Arabic,2023,319,Marea Editore,9783319171845,Series 13,4,4.67,,A synthetic sample description generated for dataset testing and demonstrations.,"family,war,technology",https://covers.openlibrary.org/b/isbn/9783319171845-L.jpg
469,Hidden Compass,Emma Rodriguez,Pakistani,Historical Fiction,War-era,German,1987,87,Marea Editore,9781963539264,Series 13,1,3.23,,A synthetic sample description generated for dataset testing and demonstrations.,"family,crime,adventure",https://covers.openlibrary.org/b/isbn/9781963539264-L.jpg
470,Silent Thread,Emma Jones,Spanish,Science Fiction,Space Opera,Arabic,1974,519,Willow Books,9787610955630,Series 18,5,4.36,,A synthetic sample description generated for dataset testing and demonstrations.,"crime,betrayal,war",https://covers.openlibrary.org/b/isbn/9787610955630-L.jpg
471,Silent River,Harper Hernandez,Irish,Thriller,Spy,Hindi,2001,313,IndieWorks,9782610096321,,,4.65,,A synthetic sample description generated for dataset testing and demonstrations.,"love,magic,history",https://covers.openlibrary.org/b/isbn/9782610096321-L.jpg
472,Broken City,Henry Anderson,Swedish,Fantasy,Urban Fantasy,Spanish,1978,264,Cambridge Press,9780804405157,,,3.77,,A synthetic sample description generated for dataset testing and demonstrations.,"mystery,adventure,betrayal",https://covers.openlibrary.org/b/isbn/9780804405157-L.jpg
473,Hidden Garden,Benjamin Thomas,Swedish,Self-help,Personal Development,Chinese,1974,588,IndieWorks,9784529282574,Series 12,2,3.97,,A synthetic sample description generated for dataset testing and demonstrations.,"future,secrets,war",https://covers.openlibrary.org/b/isbn/9784529282574-L.jpg
474,Crimson Key,Ethan Gonzalez,Korean,Nonfiction,Memoir,Japanese,1985,120,NeoPress,9785082782372,,,4.69,,A synthetic sample description generated for dataset testing and demonstrations.,"love,secrets,future",https://covers.openlibrary.org/b/isbn/9785082782372-L.jpg
475,Hidden City,Harper Jones,Australian,Science Fiction,Near-future,French,1996,502,Simon & Schuster,9780047180323,,,3.75,,A synthetic sample description generated for dataset testing and demonstrations.,"betrayal,love,adventure",https://covers.openlibrary.org/b/isbn/9780047180323-L.jpg
476,Midnight Thread,Olivia Davis,German,Romance,Contemporary Romance,French,1957,474,Oxford Press,9787995137768,Series 7,2,3.44,,A synthetic sample description generated for dataset testing and demonstrations.,"family,mystery,adventure",https://covers.openlibrary.org/b/isbn/9787995137768-L.jpg
477,Last Lantern,Henry Taylor,Canadian,Poetry,Modern,Korean,1994,520,Faber & Faber,9782062256038,,,3.64,,A synthetic sample description generated for dataset testing and demonstrations.,"technology,history,betrayal",https://covers.openlibrary.org/b/isbn/9782062256038-L.jpg
478,First City,Aiden Anderson,Japanese,Fantasy,Epic Fantasy,French,1999,646,Riverbend,9782926094530,Series 27,1,3.33,,A synthetic sample description generated for dataset testing and demonstrations.,"redemption,history,war",https://covers.openlibrary.org/b/isbn/9782926094530-L.jpg
479,Broken Garden,Olivia Brown,Brazilian,Science Fiction,Near-future,Portuguese,2018,179,Oxford Press,9789277874378,,,4.69,,A synthetic sample description generated for dataset testing and demonstrations.,"secrets,history,identity",https://covers.openlibrary.org/b/isbn/9789277874378-L.jpg
480,Last Lantern,Ethan Martinez,Italian,Poetry,Modern,Spanish,1974,258,NeoPress,9784563649968,,,4.14,,A synthetic sample description generated for dataset testing and demonstrations.,"war,crime,secrets",https://covers.openlibrary.org/b/isbn/9784563649968-L.jpg
481,Golden City,Jack Lopez,British,Nonfiction,History,Hindi,2003,603,Simon & Schuster,9784677034988,,,4.14,,A synthetic sample description generated for dataset testing and demonstrations.,"future,redemption,secrets",https://covers.openlibrary.org/b/isbn/9784677034988-L.jpg
482,Shadows Garden,Jack Garcia,Nigerian,Thriller,Spy,Chinese,1970,757,Oxford Press,9788204661067,Series 8,7,3.95,,A synthetic sample description generated for dataset testing and demonstrations.,"identity,family,history",https://covers.openlibrary.org/b/isbn/9788204661067-L.jpg
483,Hidden Lantern,Isabella Lopez,American,Fiction,Literary Fiction,English,1967,466,Faber & Faber,9782865499731,,,3.35,,A synthetic sample description generated for dataset testing and demonstrations.,"betrayal,family,adventure",https://covers.openlibrary.org/b/isbn/9782865499731-L.jpg
484,Shadows Lantern,Lucas Jones,Australian,Graphic Novel,Action,Hindi,2009,310,Lotus Reads,9786566152803,,,3.97,,A synthetic sample description generated for dataset testing and demonstrations.,"crime,adventure,war",https://covers.openlibrary.org/b/isbn/9786566152803-L.jpg
485,Golden City,Mia Johnson,Mexican,Graphic Novel,Action,Chinese,1963,447,Cambridge Press,9781967383412,,,4.4,,A synthetic sample description generated for dataset testing and demonstrations.,"magic,secrets,future",https://covers.openlibrary.org/b/isbn/9781967383412-L.jpg
486,Crimson Key,Henry Rodriguez,Australian,Romance,Contemporary Romance,Italian,1968,377,Oxford Press,9782951368507,,,3.6,,A synthetic sample description generated for dataset testing and demonstrations.,"secrets,war,future",https://covers.openlibrary.org/b/isbn/9782951368507-L.jpg
487,First River,Aria Thomas,Nigerian,Mystery,Psychological Thriller,Arabic,2012,179,NovaWorks,9785844642265,,,4.62,,A synthetic sample description generated for dataset testing and demonstrations.,"redemption,betrayal,adventure",https://covers.openlibrary.org/b/isbn/9785844642265-L.jpg
488,Midnight Orchard,Henry Taylor,British,Horror,Gothic,Arabic,2007,407,Macmillan,9784525010904,,,3.54,,A synthetic sample description generated for dataset testing and demonstrations.,"betrayal,identity,family",https://covers.openlibrary.org/b/isbn/9784525010904-L.jpg
489,Silent Key,Ethan Taylor,Chinese,Romance,Contemporary Romance,German,1976,679,GreenLeaf,9789138405628,,,3.66,,A synthetic sample description generated for dataset testing and demonstrations.,"mystery,adventure,betrayal",https://covers.openlibrary.org/b/isbn/9789138405628-L.jpg
490,Midnight Lantern,Benjamin Gonzalez,Korean,Self-help,Personal Development,German,2021,822,Oxford Press,9783291846694,Series 30,5,3.34,,A synthetic sample description generated for dataset testing and demonstrations.,"adventure,future,mystery",https://covers.openlibrary.org/b/isbn/9783291846694-L.jpg
491,Silent Key,Liam Davis,Japanese,Horror,Gothic,Japanese,1995,205,Marea Editore,9783264701449,,,3.76,,A synthetic sample description generated for dataset testing and demonstrations.,"adventure,family,magic",https://covers.openlibrary.org/b/isbn/9783264701449-L.jpg
492,Golden Compass,Henry Anderson,Spanish,Nonfiction,History,English,1969,786,Macmillan,9783008243952,,,4.64,,A synthetic sample description generated for dataset testing and demonstrations.,"adventure,war,magic",https://covers.openlibrary.org/b/isbn/9783008243952-L.jpg
493,Silent Thread,Jack Thomas,Australian,Self-help,Personal Development,Chinese,1992,568,Macmillan,9788470202353,,,3.92,,A synthetic sample description generated for dataset testing and demonstrations.,"history,secrets,technology",https://covers.openlibrary.org/b/isbn/9788470202353-L.jpg
494,Last Thread,Noah Garcia,Australian,Fantasy,Urban Fantasy,Hindi,2011,667,Praia Azul,9786903637109,,,3.64,,A synthetic sample description generated for dataset testing and demonstrations.,"technology,betrayal,history",https://covers.openlibrary.org/b/isbn/9786903637109-L.jpg
495,First Key,Noah Gonzalez,Nigerian,Graphic Novel,Action,English,1968,81,Hachette,9784021988080,,,3.69,,A synthetic sample description generated for dataset testing and demonstrations.,"technology,secrets,love",https://covers.openlibrary.org/b/isbn/9784021988080-L.jpg
496,Silent Promise,Mia Smith,Australian,Fantasy,Urban Fantasy,Chinese,1964,657,Marea Editore,9789825764519,,,3.67,,A synthetic sample description generated for dataset testing and demonstrations.,"betrayal,redemption,love",https://covers.openlibrary.org/b/isbn/9789825764519-L.jpg
497,Silent Key,Amelia Johnson,German,Horror,Gothic,German,1973,786,Praia Azul,9783336178780,Series 5,6,3.87,,A synthetic sample description generated for dataset testing and demonstrations.,"technology,identity,crime",https://covers.openlibrary.org/b/isbn/9783336178780-L.jpg
498,Midnight Garden,Benjamin Davis,Swedish,Self-help,Personal Development,French,2007,112,Oxford Press,9789344522843,,,3.92,,A synthetic sample description generated for dataset testing and demonstrations.,"mystery,love,history",https://covers.openlibrary.org/b/isbn/9789344522843-L.jpg
499,Golden River,Liam Rodriguez,Nigerian,Graphic Novel,Action,Hindi,1987,415,HarperCollins,9787558281181,Series 8,3,3.45,,A synthetic sample description generated for dataset testing and demonstrations.,"love,redemption,crime",https://covers.openlibrary.org/b/isbn/9787558281181-L.jpg
500,Silent Lantern,Noah Hernandez,Mexican,Fiction,Literary Fiction,Italian,1995,620,HarperCollins,9781817980808,Series 27,4,4.32,,A synthetic sample description generated for dataset testing and demonstrations.,"crime,identity,betrayal",https://covers.openlibrary.org/b/isbn/9781817980808-L.jpg
